id,name,year_founded,country,industry,founder_count,founder_experience,previous_startups,product_stage,product_uniqueness,competitors_count,revenue,burn_rate,total_investment,active_users,user_growth_rate,retention,user_reviews,nps,innovation_score,financial_stability,risk_score,cash_reserves,market_size,market_growth_rate,success
3761,"Mitchell, Ramirez and Cunningham",2021,France,IoT,2,0,1,Idea,8,8,26304.99,1790577.71,12112205.31,60227.5,53.46,84.21,69,-68,5,2.0,9,9002160.49,962618601.74,22.86,Fail
3762,Perez-Lopez,2016,France,FinTech,2,8,0,Scale,3,5,5903853.73,1948763.94,16555863.05,38328.0,96.04,72.76,82,-25,10,3.0,3,15522298.61,39405063.36,6.52,Unclear
3763,Thompson LLC,2011,Canada,FinTech,3,16,1,Idea,0,7,706483.99,1639604.14,10951227.16,54164.600000000006,26.24,20.23,39,-32,10,9.0,4,10821739.58,987993616.89,15.1,Fail
3764,Wolfe-Baker,2007,Singapore,SaaS,2,9,1,Growth,4,9,8540998.27,1985359.23,14629383.23,792708.0,53.67,91.71,5,28,0,5.0,9,9943762.22,477093463.41,13.92,Fail
3765,Kelly-Cox,2014,Singapore,FoodTech,3,17,1,Idea,8,3,946157.12,696741.2,6945447.64,26836.800000000003,29.1,13.53,13,62,5,4.0,2,5303384.04,768720032.69,8.3,Fail
3766,"Mills, Gallegos and Mcdaniel",2006,India,E-Commerce,1,18,0,Scale,2,9,9158531.0,1791510.76,14660464.32,186717.0,91.95,37.42,66,-76,0,3.0,1,11546452.3,649823159.74,12.07,Success
3767,Johnson PLC,2007,India,AI,4,6,1,Idea,4,7,406044.93,659867.26,820426.33,5082.200000000001,99.0,45.21,10,31,5,2.0,2,0.0,255307647.35,24.93,Success
3768,Moore-Carroll,2020,India,CleanTech,4,18,1,MVP,2,2,8965011.88,236076.15,3057985.89,520325.0,87.07,7.59,38,-28,8,5.0,2,2694704.02,339209646.43,21.11,Fail
3769,"Hamilton, Brewer and Fleming",2006,France,HealthTech,5,14,0,Growth,2,1,7488.09,1242747.39,12745923.53,105422.0,33.87,34.75,40,17,4,6.0,1,12721512.66,595202015.68,16.46,Fail
3770,Clark-Lyons,2014,UK,FinTech,2,8,0,MVP,0,5,3514752.12,909977.27,8979091.03,204792.0,27.79,10.19,23,12,3,1.0,0,8574304.48,105406058.79,45.34,Fail
3771,"Arnold, Paul and Adams",2010,USA,SaaS,5,9,1,Maturity,1,4,1138810.69,1843398.47,16566978.94,545843.0,43.12,78.98,42,14,7,5.0,10,14025472.62,776972596.55,38.94,Fail
3772,"Ayala, Scott and Mcdonald",2015,Canada,E-Commerce,1,19,1,Maturity,1,7,8830677.0,984387.78,6839489.52,449005.0,74.76,4.68,81,24,3,2.0,2,4293050.4,801588303.08,0.13,Fail
3773,Weeks PLC,2011,Australia,SaaS,4,19,1,Scale,8,0,9279819.05,1855265.16,15344166.27,587977.0,0.93,1.71,94,94,3,9.0,0,14088622.29,822428467.69,28.52,Success
3774,"Welch, Alvarez and Mcdonald",2019,Singapore,E-Commerce,1,3,1,Scale,6,10,2560084.18,157267.73,2782257.35,37573.0,99.51,73.25,73,-7,10,7.0,7,2766194.85,850099278.8,34.99,Fail
3775,Watson-Gray,2010,Israel,E-Commerce,1,5,1,Idea,7,9,367310.45,1661023.67,18602931.58,44912.9,88.34,78.08,25,26,8,1.0,4,16547403.41,692200597.83,2.67,Success
3776,"Valenzuela, Morris and Garcia",2024,Germany,Blockchain,2,3,0,Scale,1,2,9838776.19,1518228.54,8368786.76,847670.0,2.38,49.56,28,37,0,4.0,5,8064890.69,746502078.3,5.7,Success
3777,Booth-Smith,2013,USA,AI,1,4,1,Scale,8,6,5660634.64,1439956.55,4618037.28,26107.0,38.21,31.79,1,47,2,3.5,9,2240262.97,592802365.58,13.93,Success
3778,Alvarez-Rogers,2024,China,HealthTech,4,8,0,Scale,2,9,4970558.43,710271.71,15783041.07,282344.0,68.78,23.65,29,-61,10,8.0,6,15664522.51,234405183.68,30.69,Success
3779,Lopez LLC,2016,USA,HealthTech,5,11,0,Idea,9,3,500435.43,1567519.27,18957723.26,80174.0,24.14,11.7,73,94,3,6.0,6,18879532.39,92213257.77,46.16,Success
3780,Martin-Payne,2023,Canada,FoodTech,4,7,1,Growth,1,9,6961881.79,966593.16,18361634.57,594957.0,14.28,48.42,75,-26,7,8.0,3,15626423.42,186769294.8,24.29,Unclear
3781,Gonzales PLC,2024,UK,IoT,2,20,0,Scale,0,4,9545430.35,1430407.02,4758778.6,996736.0,62.93,49.11,83,-86,0,4.0,5,1903847.1,201175544.63,49.12,Success
3782,Watkins-Neal,2007,India,AI,4,4,1,Growth,8,7,3666224.3,1104454.29,13440153.99,472800.0,90.35,45.6,56,15,2,7.0,7,13044245.29,760311596.23,46.84,Fail
3783,"Ross, Flowers and King",2019,Australia,E-Commerce,3,10,0,Idea,7,0,172657.95,314879.41,10937159.85,85166.6,95.56,77.83,58,55,1,6.0,5,10411741.66,948271003.66,31.87,Fail
3784,Burke-Olson,2006,Israel,E-Commerce,5,10,0,Maturity,10,0,1850128.92,129117.18,14502083.38,146632.0,1.03,9.98,18,7,5,5.0,6,14401998.12,816293842.63,22.9,Unclear
3785,Evans-Arellano,2006,France,EdTech,3,12,1,Scale,3,6,203590.38,732373.3,9738656.97,403620.0,87.45,67.0,53,-66,8,10.0,2,8066463.02,992281798.05,34.08,Success
3786,Hines PLC,2007,UK,HealthTech,3,13,1,Maturity,6,8,5554104.96,1865577.65,9395263.13,143920.0,56.08,40.16,69,-94,9,2.0,8,4838409.44,53223536.82,39.56,Fail
3787,Fisher LLC,2010,USA,Blockchain,2,7,0,Growth,2,3,9291172.19,1059470.04,17654136.92,515979.0,23.77,24.09,22,81,8,7.0,9,16040755.35,41765596.05,47.15,Success
3788,"Morales, Johnson and Hunt",2019,France,AI,1,17,1,Scale,2,7,7130768.95,1604384.14,17425128.27,97412.0,61.69,68.16,82,69,9,2.0,1,15454168.4,686713676.37,37.68,Success
3789,Tanner-Sanford,2014,Germany,FinTech,3,18,1,Growth,3,9,9929645.27,1151906.14,15751926.5,598597.0,99.58,19.77,94,-63,4,10.0,10,14655786.26,35351143.34,19.58,Success
3790,"Gonzalez, Compton and Walton",2013,India,CleanTech,4,11,0,Maturity,1,6,9095274.07,1915810.57,14097897.63,868211.0,27.62,23.09,32,-37,2,8.0,7,13909151.65,891819624.07,24.67,Success
3791,Alvarado Inc,2005,UK,SaaS,1,11,0,Growth,9,1,4918576.73,738911.12,13567331.58,727158.0,27.69,99.85,65,-44,7,8.0,7,12324352.89,477451276.92,2.35,Success
3792,Parker and Sons,2020,Israel,FinTech,4,17,0,Idea,3,4,486549.38,114100.91,1123638.12,46657.0,69.89,88.87,78,7,8,9.0,1,949431.01,925163589.85,1.44,Fail
3793,Ellis-Martin,2010,UK,AI,4,9,1,MVP,9,8,6283572.3,1561336.77,14990723.71,409330.0,4.32,69.71,10,56,8,9.0,8,13992913.14,257354936.15,14.08,Success
3794,Hopkins and Sons,2013,India,IoT,1,6,1,Scale,2,8,1109355.97,1410913.02,12762089.6,80564.0,82.05,31.58,89,23,10,8.0,2,10510055.49,645984153.58,40.3,Success
3795,Turner Inc,2008,Canada,Blockchain,1,17,1,Maturity,7,2,6076842.4,1055068.76,6048227.93,871909.0,65.25,53.67,17,93,0,3.0,9,4568076.51,702063727.09,15.96,Success
3796,Young and Sons,2006,Israel,FoodTech,4,11,0,Scale,10,10,4640740.2,652782.49,16402029.72,777398.0,84.12,12.66,64,-18,9,8.0,5,15891529.94,294389135.16,5.85,Success
3797,Davis-Sanchez,2008,Israel,E-Commerce,2,13,1,Idea,1,2,642740.43,376530.3,16648941.45,45408.9,23.07,33.4,31,100,4,1.0,10,15809545.63,373584639.18,17.81,Fail
3798,"Peters, Rowe and Smith",2005,India,FoodTech,5,14,0,MVP,10,1,5652099.68,964552.09,18643813.35,756046.0,84.72,6.8,3,33,9,0.0,3,17932324.11,555936642.76,15.28,Fail
3799,Cooper Group,2023,UK,Blockchain,5,15,0,Idea,8,6,310395.86,1332402.82,8367160.67,87403.3,44.86,61.03,85,-20,8,7.0,4,6564260.72,389806159.22,49.47,Unclear
3800,"Mcdaniel, Hale and Durham",2014,Singapore,SaaS,2,1,0,Growth,2,5,6077619.83,1157772.86,11024999.38,915124.0,13.27,85.75,35,-99,10,5.0,2,9172265.11,496606236.79,48.57,Fail
3801,"Bennett, Ford and Sanchez",2019,Canada,IoT,1,17,0,Maturity,3,4,3660143.53,874981.02,18119085.0,715388.0,90.14,80.96,92,66,2,10.0,9,15989339.48,461445414.6,36.85,Success
3802,Hughes LLC,2023,Germany,Blockchain,4,11,0,Growth,9,6,1946211.41,1079388.89,6336028.01,606438.0,70.5,85.61,99,33,6,9.0,7,4974217.82,669331769.89,41.45,Unclear
3803,Ross LLC,2020,China,FoodTech,5,15,0,MVP,9,3,6750708.48,215909.86,15932852.75,629046.0,16.83,17.46,56,-87,8,8.0,9,15798773.49,90514260.79,12.69,Success
3804,Weiss-Cross,2008,Canada,HealthTech,4,12,0,Maturity,2,4,3063470.93,1391680.21,19839332.14,542555.0,24.65,65.01,32,45,1,8.0,9,19777470.37,957057674.66,26.88,Success
3805,Carlson-Ferguson,2006,China,HealthTech,2,19,1,Maturity,2,8,8890247.8,1468512.09,13038713.23,978946.0,26.89,95.67,13,-31,1,2.0,7,11928257.57,111818596.96,49.92,Fail
3806,Freeman-Yang,2017,Germany,CleanTech,4,16,0,Scale,7,10,1993324.6,22905.21,19674079.56,206711.0,96.33,78.33,47,-25,4,1.0,6,19622506.71,344725315.48,16.16,Fail
3807,"Johnson, Blackwell and Thompson",2005,Israel,Blockchain,2,17,1,Scale,7,8,6001440.38,541039.11,10316248.63,857999.0,88.62,0.34,36,49,7,6.0,6,8984524.24,18615668.3,49.31,Fail
3808,Wood LLC,2021,USA,Blockchain,1,2,1,Idea,5,3,571548.77,184233.72,3061067.78,18910.0,34.63,88.23,4,-23,9,4.0,1,2729065.89,817859142.58,9.41,Success
3809,"Morrow, Bishop and Walton",2017,India,Blockchain,2,9,1,Scale,3,5,1977418.01,1996464.26,3511917.61,462928.0,46.66,70.58,49,-88,4,4.5,9,0.0,121387405.97,31.01,Fail
3810,Brewer and Sons,2008,Israel,HealthTech,2,0,1,Growth,0,1,4398868.39,1186685.67,14627489.64,927651.0,28.53,12.21,60,-28,7,5.0,5,12768496.54,285707424.77,39.1,Fail
3811,Lopez-Clark,2011,Israel,SaaS,5,5,1,Idea,3,2,675538.77,931476.19,18175.33,62707.5,74.26,31.38,85,13,3,4.0,3,0.0,457244390.07,29.66,Fail
3812,Davis-Cruz,2021,India,FinTech,4,2,0,Idea,7,8,318527.2,926002.04,13237758.39,97157.8,16.12,11.75,68,5,8,3.0,10,10924131.94,845535700.17,15.45,Unclear
3813,Simmons LLC,2013,France,FoodTech,5,18,1,Scale,5,5,1138306.57,1929547.84,3025435.55,296280.0,33.86,72.98,100,-91,3,0.0,8,2058760.49,769574861.47,40.7,Fail
3814,Hughes-Nicholson,2008,India,FoodTech,3,3,1,Scale,1,7,6152407.15,1319711.28,19687371.68,198874.0,60.61,0.35,37,-74,4,3.0,4,19627432.65,158427558.82,10.09,Fail
3815,Green Group,2023,Australia,IoT,2,19,1,Growth,2,10,2241219.02,337319.12,3262550.55,279179.0,87.73,46.45,45,-87,6,9.0,5,2370209.9,452200151.14,21.51,Fail
3816,Martin Ltd,2005,USA,IoT,3,2,0,Idea,6,4,681474.98,896317.66,11049279.9,10041.400000000001,63.56,99.98,97,-92,8,2.0,6,9613079.08,339407565.94,13.99,Fail
3817,"Flowers, Marshall and Miller",2014,Germany,EdTech,5,7,1,Maturity,10,1,8394670.97,1548393.68,13388915.5,276919.0,93.97,85.11,14,36,4,2.0,1,9928734.68,949006137.13,24.77,Success
3818,"Oconnor, Rios and Sullivan",2008,UK,IoT,4,7,1,Growth,10,6,1233553.71,846700.13,16389923.71,429082.0,93.08,58.72,36,84,6,4.0,0,14792398.12,857185951.62,19.37,Success
3819,Martin and Sons,2013,UK,SaaS,5,6,1,Growth,3,5,4376091.02,619066.85,9185274.38,658115.0,71.83,69.39,26,4,3,0.0,5,7952302.04,158920082.21,8.95,Success
3820,"Hunter, Parks and Smith",2017,China,CleanTech,4,1,1,Scale,3,10,4449222.69,1982432.15,18675975.16,433532.0,27.87,60.36,0,-66,1,10.0,8,15182899.59,435337237.49,37.09,Fail
3821,"Choi, Morales and Wise",2018,Singapore,AI,4,20,0,Growth,4,1,6325359.19,1871274.27,9604927.46,323223.0,68.31,81.08,28,53,1,5.0,6,5533780.69,450237324.36,8.83,Success
3822,Coleman-Harmon,2014,Canada,Blockchain,1,5,1,Growth,7,5,3344079.29,1883120.74,5041198.8,741328.0,19.27,88.6,71,68,4,1.0,8,4400041.29,961306639.7,27.28,Success
3823,Munoz Group,2010,Australia,E-Commerce,2,15,0,Idea,6,7,418569.16,263345.06,11860704.35,9599.5,33.32,76.66,96,8,1,0.0,10,11662464.51,797304529.05,40.23,Success
3824,"Watson, Wells and Rogers",2020,France,FinTech,5,9,0,Maturity,8,0,119912.44,468510.51,13160111.6,734455.0,75.79,18.2,6,5,1,10.0,2,12486672.7,810954149.19,24.16,Success
3825,"Bonilla, Rodriguez and White",2010,Singapore,HealthTech,4,3,1,Growth,4,3,1224259.11,884133.92,10147822.86,541849.0,85.06,37.25,28,20,1,7.0,4,8247482.18,374429304.32,44.34,Unclear
3826,Schmidt-Reyes,2021,USA,AI,5,12,1,MVP,0,0,5698621.0,1664258.52,14663642.56,343061.0,41.68,78.44,30,-34,3,9.0,5,13123381.1,698574758.18,21.44,Success
3827,"Miller, Smith and Vaughan",2014,Canada,FoodTech,5,9,0,Growth,3,1,2158958.0,1473655.08,8413615.54,958021.0,52.34,82.32,37,-71,7,2.0,5,4844928.07,327036601.73,48.54,Success
3828,"Lawrence, Gonzalez and Hess",2022,Singapore,E-Commerce,4,20,1,Growth,5,0,1445768.9,1699334.79,86736.48,287762.0,38.61,62.88,7,-72,6,2.5,4,0.0,826290911.35,1.25,Fail
3829,"Brennan, Graham and Marshall",2022,Canada,CleanTech,3,13,1,Scale,5,5,3244127.68,1841526.58,5290778.76,543228.0,47.93,71.41,94,-17,4,1.0,1,921384.56,960484721.99,39.55,Fail
3830,Martinez Group,2007,Singapore,FinTech,2,8,1,Idea,8,10,163535.69,1561533.69,18918106.57,79830.8,51.25,17.45,36,-33,6,4.0,10,15643292.92,614024548.06,35.39,Unclear
3831,Richardson-Small,2024,Israel,CleanTech,2,10,0,Scale,9,5,596224.36,523540.02,15264465.06,47777.0,69.18,37.27,58,-87,5,8.0,9,15161963.17,533444023.28,30.55,Fail
3832,"Wood, Simmons and Leonard",2019,Australia,FinTech,1,17,0,Growth,4,0,2838582.49,570891.36,3790676.48,580234.0,75.05,53.46,78,8,7,6.0,2,3736495.36,873768746.34,14.81,Success
3833,Daniels and Sons,2019,France,EdTech,1,10,1,Growth,4,3,1643584.41,704975.36,1333059.84,928631.0,97.5,98.37,53,79,7,3.0,5,0.0,905974095.35,30.54,Success
3834,Kelly-Smith,2008,Israel,FoodTech,1,16,1,Idea,5,3,799395.74,606150.73,7015937.97,43579.9,43.77,79.92,57,-62,6,2.0,8,6752636.75,99293410.49,29.73,Fail
3835,Evans-Johnson,2013,India,CleanTech,2,1,0,Maturity,10,7,626569.67,498197.9,16726038.58,269740.0,8.31,19.26,95,-80,4,8.0,9,16347452.75,700339123.64,7.47,Success
3836,Howard Inc,2023,UK,FoodTech,3,2,0,Idea,5,5,747443.24,1504972.12,2119588.27,80490.0,68.82,35.24,25,-30,5,1.5,7,0.0,632179051.34,43.99,Fail
3837,"Rodgers, Wright and Miller",2021,Canada,AI,2,10,0,Growth,2,1,3827963.47,67982.1,10867077.43,256406.0,49.83,21.69,47,-95,10,4.0,7,10797149.16,218068778.71,26.73,Fail
3838,Martinez and Sons,2015,USA,FoodTech,2,17,0,Idea,5,4,675321.31,1456787.48,5500004.9,80528.70000000001,84.1,15.23,10,82,10,5.0,7,3181812.17,133611302.07,4.45,Fail
3839,"Snyder, Orozco and Reed",2013,Singapore,CleanTech,2,2,0,Maturity,7,3,526894.36,1647127.54,14525100.45,217770.0,14.65,12.0,22,-61,9,9.0,10,14371838.01,292403628.08,19.58,Unclear
3840,Barker-Sanchez,2014,Australia,EdTech,2,14,0,Scale,5,9,9207039.95,132088.09,8206.32,30467.0,64.49,96.57,33,97,7,4.0,5,0.0,177294857.25,10.83,Success
3841,"Hoover, Carroll and Williams",2022,Singapore,Blockchain,3,10,0,MVP,10,3,7673756.97,123694.21,5543482.54,477521.0,45.93,90.66,32,52,6,8.0,10,5278705.74,250156104.34,8.43,Fail
3842,Watson-Thomas,2024,Australia,CleanTech,1,10,1,MVP,4,7,1401430.72,570927.61,13585007.29,663517.0,41.93,48.32,80,31,4,0.0,2,12617100.07,918434516.28,47.32,Unclear
3843,"Little, Macias and Reyes",2017,Australia,AI,5,19,0,Idea,2,4,218784.37,416613.63,10935010.24,63207.8,56.49,54.85,96,61,9,10.0,4,9924288.44,917055253.1,33.74,Success
3844,"Miller, Pennington and Curry",2012,Germany,FinTech,1,10,0,Maturity,0,2,6439962.33,1162267.35,15577312.53,634852.0,68.42,83.86,1,-12,7,5.0,7,12869619.48,261004929.41,15.08,Fail
3845,Morales-White,2011,UK,CleanTech,1,18,1,Idea,4,9,921562.6,1350903.09,3153518.67,65627.8,85.09,64.88,60,-79,3,1.5,2,1211825.97,210096766.84,33.92,Unclear
3846,"Scott, Delgado and Andrade",2021,Israel,HealthTech,5,0,1,MVP,5,3,4458323.91,1268283.99,10619510.7,998142.0,23.51,73.27,3,-45,5,3.0,0,8164974.96,459998130.44,40.15,Fail
3847,Sanford-Leon,2019,Germany,AI,2,4,1,MVP,5,0,4856327.95,714694.74,3915395.81,529035.0,29.31,79.11,11,-55,3,2.0,0,3322262.53,667331705.13,15.85,Fail
3848,"Green, Turner and Palmer",2024,Germany,E-Commerce,3,9,0,Scale,5,5,2378002.61,996795.67,12784402.79,489027.0,54.86,48.3,28,19,4,4.0,6,11711980.25,146548824.83,49.24,Fail
3849,Benson Inc,2019,France,EdTech,3,9,0,Scale,2,10,3830108.76,1279981.66,2626850.52,42563.0,34.66,97.48,41,83,9,3.5,5,238848.25,819206893.27,44.07,Success
3850,Berry-Lewis,2005,France,EdTech,1,13,1,Growth,3,9,2860177.03,238852.54,2973876.21,486323.0,56.83,62.84,82,54,2,3.0,4,2500652.07,82841352.78,39.86,Unclear
3851,Hill-Barker,2018,Germany,FoodTech,5,1,1,Growth,2,3,3505711.5,459023.83,6564104.83,589480.0,20.02,63.35,56,-11,1,6.0,7,6446561.93,122222475.09,35.76,Unclear
3852,Hill Ltd,2009,USA,Blockchain,4,3,1,Scale,1,5,205976.25,1780992.31,8038128.48,644712.0,30.76,14.1,49,15,10,7.0,7,3660952.46,640033017.23,1.94,Fail
3853,Jacobs and Sons,2015,Canada,FinTech,2,1,0,Maturity,7,1,410607.45,684652.75,9971193.01,415181.0,32.48,98.77,65,62,0,4.0,10,8662465.66,212172030.96,1.12,Success
3854,"Mitchell, Smith and Clark",2020,UK,CleanTech,1,17,1,MVP,6,4,6806865.34,1602312.76,11614137.4,322874.0,99.23,7.08,6,43,2,9.0,0,10040576.52,236767509.73,8.24,Success
3855,Sandoval-Hill,2006,Canada,FoodTech,3,12,0,Maturity,10,10,6817951.89,501979.5,9376276.4,443449.0,85.43,98.56,56,3,10,0.0,6,9035391.3,877600922.59,45.85,Fail
3856,George-Daugherty,2012,France,SaaS,5,18,0,Maturity,7,8,3302306.0,83280.7,912774.44,205175.0,83.77,91.06,45,47,0,7.0,10,762098.56,370534646.77,10.87,Success
3857,Davis-Walker,2015,Germany,IoT,5,4,0,Scale,5,7,8854623.97,1000801.18,6869207.54,892602.0,51.36,85.64,21,-86,5,9.0,1,4779869.91,922050175.23,35.06,Fail
3858,"Nguyen, Brown and Roberts",2022,Australia,FoodTech,1,19,0,Idea,10,2,266112.12,1784964.09,1227638.91,94151.1,46.68,67.36,10,9,10,1.0,3,0.0,117612161.6,49.0,Fail
3859,"Lynch, Murray and Fisher",2007,India,AI,4,1,1,Idea,6,0,395784.78,1638569.1,2361675.49,85851.8,7.01,60.89,32,99,1,1.5,0,1452311.8,932340502.02,46.86,Fail
3860,"Murphy, Price and Spears",2005,China,Blockchain,3,10,1,Growth,0,9,7313756.24,505878.34,1856471.36,370048.0,19.73,99.66,53,-77,2,9.0,1,1093224.55,915569418.32,20.01,Success
3861,Cooper LLC,2015,UK,AI,1,17,1,Growth,9,2,7435681.18,1819871.55,3161910.74,870455.0,89.53,97.4,19,89,7,3.0,9,0.0,544356581.36,34.06,Success
3862,Carson-Hernandez,2020,UK,SaaS,4,5,0,Idea,4,7,861165.76,959431.79,16258410.67,78586.6,52.56,81.18,4,-21,4,8.0,8,13640507.63,760746450.71,37.96,Unclear
3863,"Porter, Patel and Jackson",2022,Canada,IoT,5,9,1,MVP,3,10,290590.42,97998.01,12551447.93,817626.0,98.74,8.69,67,-57,1,3.0,0,12410949.83,442790453.44,27.48,Fail
3864,Scott-Johnson,2020,Singapore,HealthTech,2,16,0,Maturity,9,2,1837586.81,55849.24,10135618.2,873987.0,59.18,37.22,13,41,1,3.0,6,10043125.25,768042161.44,26.15,Success
3865,"Faulkner, Welch and Hoffman",2014,Canada,IoT,3,10,0,Idea,2,4,640571.77,970227.47,14645150.25,67766.0,37.75,86.59,2,-28,2,5.0,3,11977504.89,250617149.48,11.18,Success
3866,Miller-Adkins,2022,Singapore,AI,3,18,0,Scale,1,1,3381997.69,1092645.71,19224475.52,286736.0,27.41,70.25,81,9,2,8.0,6,19119173.11,904113613.56,33.8,Fail
3867,"Wood, Carter and Stewart",2010,China,CleanTech,4,16,1,Maturity,8,0,435616.71,159825.84,8353502.91,360880.0,91.84,12.2,57,78,7,3.0,6,7885436.38,790582922.56,14.69,Success
3868,"Mcdonald, Moore and Richards",2023,India,SaaS,1,3,0,Idea,7,10,586466.67,1844481.31,7348238.85,31534.600000000002,37.07,34.82,26,49,4,9.0,10,1942096.72,735247052.43,15.43,Success
3869,"Bell, Reynolds and Forbes",2008,Singapore,IoT,5,13,0,Growth,9,9,3930731.98,1436433.66,19555471.28,426220.0,14.61,1.94,3,59,7,7.0,9,15485916.5,806804697.76,13.29,Fail
3870,Potter LLC,2017,Israel,E-Commerce,4,19,1,Growth,1,4,3640948.59,1602564.72,15426607.31,983346.0,27.83,89.28,66,-21,3,2.0,2,10784756.01,351397754.85,3.29,Unclear
3871,"Manning, Fritz and Brooks",2018,USA,FinTech,2,3,1,Scale,5,4,2643642.85,1168046.5,15542224.53,317177.0,64.56,74.7,63,14,8,1.0,1,14476726.18,198019071.29,42.18,Fail
3872,"Anderson, Lawson and Atkinson",2007,Australia,FinTech,2,13,1,Scale,2,5,59978.93,1327088.15,11998845.9,471472.0,13.3,43.59,90,-76,2,3.0,2,11851268.17,361266717.27,43.15,Success
3873,Foster and Sons,2014,Australia,FinTech,2,3,0,Idea,2,1,182360.02,775720.46,10140168.58,22939.9,9.16,76.04,91,76,1,3.0,4,9478450.0,48345534.33,36.19,Success
3874,Duncan and Sons,2010,Singapore,CleanTech,4,5,0,MVP,4,8,4742352.98,1358594.17,11011834.2,522227.0,45.76,93.34,85,-78,5,6.0,7,9602980.99,277528101.49,46.39,Success
3875,Wang Ltd,2005,Canada,HealthTech,5,8,1,Growth,6,1,2757364.53,1956365.78,13041701.01,972075.0,8.37,27.99,41,-64,10,6.0,10,10973050.9,611228444.98,31.57,Fail
3876,Pierce-Bell,2018,UK,E-Commerce,3,20,0,Idea,6,1,874388.68,1295431.82,7536787.01,84952.3,39.29,28.58,28,-98,3,8.0,8,4892322.87,848076549.03,31.98,Fail
3877,Barnes PLC,2012,Canada,HealthTech,1,11,0,Scale,10,4,1429996.62,683267.45,15645895.29,896237.0,32.27,48.27,79,-41,1,9.0,3,13875650.91,931021886.11,44.38,Fail
3878,Flores-Cox,2023,Germany,HealthTech,3,7,1,Idea,9,8,875340.29,570478.24,18184418.87,63179.700000000004,39.15,70.69,34,-42,5,1.0,5,17804503.02,724952311.33,10.43,Success
3879,Beck Ltd,2018,Germany,E-Commerce,5,3,1,MVP,0,3,4048258.08,1926691.88,11425673.72,180904.0,48.78,99.3,18,50,3,3.0,3,8840345.47,892933320.58,21.77,Fail
3880,"Gill, Stewart and Nichols",2014,Australia,FinTech,3,4,1,Maturity,10,5,2758403.13,370004.59,7629512.46,780088.0,18.53,16.29,93,-68,9,2.0,8,7209359.74,298452147.65,35.21,Fail
3881,Perez-Powell,2021,Australia,HealthTech,4,5,1,Growth,6,1,3042918.59,1612393.22,13911795.7,689643.0,44.24,34.21,78,81,10,2.0,4,10213277.82,680932085.98,13.43,Unclear
3882,Mitchell-Middleton,2013,Australia,E-Commerce,2,4,1,Growth,6,3,3300707.93,930524.58,3643291.08,803767.0,36.15,36.34,68,-62,3,6.0,1,2755862.98,976999154.54,11.43,Fail
3883,Bradshaw and Sons,2010,UK,IoT,5,18,1,Maturity,5,8,5065639.85,887519.51,19371452.96,136479.0,79.55,72.58,30,52,9,9.0,0,19221774.59,614683170.67,44.91,Success
3884,Roberts-Patel,2015,UK,HealthTech,5,7,1,Maturity,5,1,3538823.11,1495075.58,13159747.09,524702.0,69.47,88.66,42,-38,3,5.0,4,11662561.94,433601792.17,49.8,Unclear
3885,Hines-Douglas,2011,Australia,AI,3,8,1,Maturity,1,0,6472063.47,296076.86,1351374.46,234224.0,87.25,18.38,94,-12,3,2.0,7,1036966.5,270056394.39,19.32,Success
3886,"Solomon, Reyes and Delgado",2021,UK,FoodTech,4,14,0,MVP,2,3,4251790.07,932591.85,10595001.43,615823.0,66.9,71.37,72,2,7,7.0,10,8294148.84,321620288.5,11.83,Success
3887,Jenkins-Fields,2005,India,SaaS,3,3,0,Idea,2,3,671643.71,71667.38,15006814.99,33265.1,12.11,90.96,76,-16,0,7.0,10,14889016.54,210446017.83,20.22,Fail
3888,"Walker, Lynch and Gordon",2009,Singapore,HealthTech,3,8,0,Growth,2,0,6044264.18,1340813.64,5556918.5,277289.0,50.71,12.13,20,86,8,6.0,5,3451110.32,705854817.08,15.19,Success
3889,Greene Ltd,2013,China,AI,5,6,0,Maturity,1,3,2444539.72,116754.57,1019790.81,660345.0,74.25,63.51,94,58,2,8.0,10,810042.77,726755013.51,41.09,Success
3890,Dougherty-Nguyen,2022,Canada,AI,3,7,0,Scale,8,2,8127732.88,174577.6,9783248.76,876321.0,84.17,20.24,64,-52,4,2.0,6,9489196.94,781750342.36,45.05,Fail
3891,Jackson Ltd,2006,India,E-Commerce,2,14,0,MVP,5,1,7989814.68,1689652.76,16672488.87,794082.0,18.13,44.11,76,2,4,4.0,8,13217233.11,472769174.31,19.55,Success
3892,Cohen-Crane,2015,Canada,IoT,3,18,0,Scale,1,9,9889804.67,885910.37,5030687.45,471716.0,22.35,12.68,33,87,3,5.0,3,2628374.8,146877695.85,29.98,Fail
3893,Paul Ltd,2010,Israel,FinTech,2,14,0,Growth,2,3,1750501.34,401951.38,14340262.28,829839.0,86.22,68.36,60,8,3,8.0,4,13283509.17,427706625.9,3.94,Fail
3894,Arnold-Boyer,2012,Australia,SaaS,5,4,0,MVP,9,7,8478382.19,1185169.15,8155813.65,162644.0,48.54,40.14,35,91,6,3.0,8,6394702.62,751074752.61,23.11,Success
3895,Ellis Ltd,2008,Australia,HealthTech,4,18,0,Growth,5,6,8719809.23,1038566.53,1192641.16,190604.0,45.24,56.73,79,65,3,2.0,2,0.0,857233799.45,0.34,Unclear
